,Event.Id,Number.of.Engines,Injury.Severity,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Uninjured,Purpose.of.flight,Weather.Condition,Aircraft_Model
0,20020909X01562,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 140
1,20020909X01561,2.0,Non-Fatal,0,0,2.0,Business,IMC,CESSNA 401B
2,20020917X02148,1.0,Non-Fatal,0,0,0.0,Personal,IMC,BELLANCA 17-30A
3,20020917X02134,1.0,Fatal(1),1,0,0.0,Personal,IMC,CESSNA R172K
4,20020917X02119,1.0,Fatal(1),1,0,0.0,Personal,IMC,NAVION A
5,20020917X02117,1.0,Fatal(2),2,0,0.0,Personal,IMC,BEECH 19
6,20020917X01656,1.0,Fatal(3),3,0,0.0,Personal,VMC,CESSNA 180
7,20020917X02481,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 172
8,20020917X01894,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 152
9,20020917X01776,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 150L
10,20020917X02333,1.0,Incident,0,0,1.0,Personal,VMC,PIPER PA-24-180
11,20020917X02255,1.0,Fatal(2),2,1,0.0,Personal,IMC,GRUMMAN AA-5B
12,20020917X01905,2.0,Fatal(8),8,0,0.0,Business,IMC,CESSNA 414A
13,20020917X01720,2.0,Fatal(1),1,0,0.0,Personal,IMC,BEECHCRAFT BE-58
14,20020917X02483,1.0,Non-Fatal,0,0,2.0,Personal,VMC,MAULE M-5-235C
15,20020917X02340,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 210L
16,20020917X02155,1.0,Non-Fatal,0,0,0.0,Personal,VMC,BELLANCA 7GCBC
17,20020917X01992,1.0,Non-Fatal,0,0,0.0,Personal,VMC,CESSNA 182
18,20020917X01960,1.0,Non-Fatal,0,0,1.0,Ferry,VMC,AIR TRACTOR AT-301
19,20020917X02618,1.0,Fatal(4),4,0,0.0,Personal,VMC,PIPER PA-28-161
20,20020917X02254,2.0,Fatal(2),2,0,0.0,Unknown,VMC,PIPER PA-34-200T
21,20020917X01880,2.0,Fatal(2),2,2,0.0,Personal,IMC,CESSNA T337G
22,20020917X01991,1.0,Non-Fatal,0,0,0.0,Personal,VMC,PIPER PA-28R-200
23,20020917X02410,1.0,Fatal(1),1,0,0.0,Business,VMC,CESSNA 206
24,20020917X02304,1.0,Fatal(3),3,0,0.0,Business,IMC,NAVION A
25,20020917X02253,1.0,Fatal(1),1,0,0.0,Personal,IMC,PIPER PA-22
26,20020917X01906,2.0,Fatal(2),2,0,0.0,Unknown,VMC,PIPER PA-31
27,20020917X01764,1.0,Incident,0,0,1.0,Business,VMC,ROCKWELL 114
28,20020917X01993,1.0,Non-Fatal,0,1,1.0,Business,VMC,PIPER PA-24-250
29,20020917X01658,1.0,Non-Fatal,0,0,1.0,Ferry,VMC,PIPER PA-28R-200
30,20020917X02156,1.0,Non-Fatal,0,0,1.0,Unknown,VMC,CESSNA TR182
31,20020917X01651,1.0,Non-Fatal,0,2,0.0,Unknown,VMC,CESSNA A185F
32,20020917X02423,2.0,Non-Fatal,0,0,3.0,Executive/corporate,VMC,CESSNA 340
33,20020917X01913,1.0,Non-Fatal,0,0,3.0,Personal,VMC,BEECH 35
34,20020917X01777,1.0,Non-Fatal,0,0,2.0,Instructional,VMC,CESSNA 152
35,20020917X01757,1.0,Non-Fatal,0,0,2.0,Business,VMC,MOONEY M-20J
36,20020917X02242,1.0,Non-Fatal,0,1,1.0,Unknown,IMC,BOEING A75
37,20020917X01964,1.0,Fatal(2),2,0,0.0,Unknown,VMC,CESSNA 210
38,20020917X01659,1.0,Non-Fatal,0,0,1.0,Personal,VMC,BEECH V35
39,20020917X02141,2.0,Non-Fatal,0,0,3.0,Unknown,VMC,CURTIS C46
40,20020917X02414,1.0,Fatal(1),1,0,0.0,Personal,IMC,CESSNA 172M
41,20020917X01881,1.0,Fatal(1),1,1,0.0,Personal,VMC,PIPER PA-28-140
42,20020917X02574,1.0,Non-Fatal,0,0,1.0,Business,VMC,CESSNA TU206G
43,20020917X02484,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 152
44,20020917X02431,1.0,Non-Fatal,0,0,2.0,Instructional,VMC,PIPER PA-24-250
45,20020917X01779,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 152
46,20020917X01778,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 172N
47,20020917X01717,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 152
48,20020917X02246,1.0,Non-Fatal,0,1,3.0,Personal,VMC,CESSNA P210N
49,20020917X01995,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 172
50,20020917X01994,2.0,Non-Fatal,0,0,3.0,Personal,VMC,PIPER PA-34
51,20020917X02283,1.0,Non-Fatal,0,0,2.0,Unknown,VMC,CESSNA 305 (L-19)
52,20020917X01981,1.0,Non-Fatal,0,0,1.0,Unknown,VMC,CESSNA 182A
53,20020917X02341,2.0,Non-Fatal,0,2,0.0,Unknown,UNK,PIPER PA-23-250
54,20020917X02158,1.0,Non-Fatal,0,0,4.0,Personal,VMC,CESSNA 172N
55,20020917X01882,2.0,Non-Fatal,0,0,2.0,Personal,IMC,PIPER 23-250
56,20020917X01719,1.0,Fatal(1),1,1,0.0,Personal,VMC,MOONEY M20G
57,20020917X02305,1.0,Non-Fatal,0,0,0.0,Personal,VMC,CESSNA TU206F
58,20020917X02289,1.0,Non-Fatal,0,0,1.0,Personal,VMC,QUICKIE 1
59,20020917X01623,1.0,Non-Fatal,0,0,0.0,Unknown,VMC,CESSNA U206
60,20020917X01985,1.0,Non-Fatal,0,1,0.0,Personal,VMC,PIPER PA-28-140
61,20020917X01965,1.0,Fatal(4),4,1,0.0,Personal,IMC,CESSNA 210N
62,20020917X01982,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 180
63,20020917X01715,2.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 310L
64,20020917X01897,3.0,Incident,0,0,149.0,Unknown,UNK,LOCKHEED L-1011
65,20020917X01765,2.0,Incident,0,0,2.0,Unknown,VMC,EMBRAER EMB-110P1
66,20020917X01750,2.0,Non-Fatal,0,0,0.0,Personal,UNK,CESSNA 414
67,20020917X02111,1.0,Non-Fatal,0,1,1.0,Personal,IMC,BEECH P35
68,20020917X02342,1.0,Non-Fatal,0,0,1.0,Personal,VMC,GRUMMAN AA5B
69,20020917X02120,1.0,Non-Fatal,0,0,3.0,Personal,VMC,PIPER PA-28R-201T
70,20020917X01996,1.0,Non-Fatal,0,0,4.0,Personal,VMC,BEECH A23-24
71,20020917X02575,2.0,Non-Fatal,0,0,2.0,Unknown,IMC,PIPER PA-31-350
72,20020917X01966,1.0,Fatal(3),3,0,0.0,Personal,VMC,CESSNA T210N
73,20020917X02395,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 172
74,20020917X02576,1.0,Non-Fatal,0,0,1.0,Unknown,VMC,CESSNA 140
75,20020917X02538,2.0,Non-Fatal,0,1,12.0,Unknown,VMC,SWEARINGEN SA 226-TC
76,20020917X01780,2.0,Non-Fatal,0,0,2.0,Unknown,VMC,BEECH C-45H
77,20020917X01625,1.0,Non-Fatal,0,0,4.0,Unknown,VMC,DE HAVILLAND DHC-2-MK3
78,20020917X02487,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 150M
79,20020917X02321,1.0,Fatal(1),1,0,0.0,Personal,IMC,CESSNA 150M
80,20020917X02306,1.0,Fatal(1),1,0,0.0,Personal,VMC,BEDE AIRCRAFT BD-5B
81,20020917X02294,1.0,Non-Fatal,0,0,0.0,Unknown,VMC,CESSNA 182P
82,20020917X02159,2.0,Non-Fatal,0,0,1.0,Unknown,VMC,CONVAIR 440
83,20020917X02142,2.0,Fatal(1),1,0,0.0,Unknown,VMC,PIPER PA-31
84,20020917X01967,2.0,Non-Fatal,0,0,0.0,Personal,VMC,PIPER PA-31T
85,20020917X01721,2.0,Fatal(2),2,0,0.0,Unknown,VMC,BEECH F50
86,20020917X01624,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 150
87,20020917X01914,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 180E
88,20020917X01645,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 170B
89,20020917X02624,1.0,Non-Fatal,0,2,0.0,Business,VMC,BEECH C23
90,20020917X02257,1.0,Fatal(1),1,0,0.0,Personal,IMC,CESSNA 172M
91,20020917X01723,1.0,Fatal(3),3,0,0.0,Personal,IMC,PIPER PA-28-180
92,20020917X01999,1.0,Non-Fatal,0,0,1.0,Business,VMC,CESSNA 180K
93,20020917X01722,1.0,Fatal(4),4,0,0.0,Personal,IMC,CESSNA 210L
94,20020917X02476,1.0,Fatal(1),1,0,0.0,Business,VMC,MOONEY M20F
95,20020917X02121,1.0,Fatal(2),2,0,0.0,Personal,IMC,BEECH G35
96,20020917X01978,1.0,Fatal(1),1,2,0.0,Business,UNK,CESSNA 177B
97,20020917X01908,1.0,Fatal(3),3,0,0.0,Personal,IMC,GRUMMAN AA5A
98,20020917X01908,2.0,Fatal(3),3,0,0.0,Executive/corporate,IMC,SWEARINGEN SA226-T(B)
99,20020917X01766,2.0,Incident,0,0,1.0,Ferry,IMC,DE HAVILLAND DHC-6-300
100,20020917X02490,2.0,Non-Fatal,0,0,2.0,Executive/corporate,VMC,PIPER AEROSTAR 601P
101,20020917X02488,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 152
102,20020917X02425,1.0,Non-Fatal,0,0,1.0,Aerial Observation,VMC,CESSNA 182P
103,20020917X02424,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 177RG
104,20020917X02296,1.0,Non-Fatal,0,0,0.0,Personal,VMC,BEACHNER QUICK SILVER
105,20020917X02160,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 182E
106,20020917X01997,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 150H
107,20020917X01806,2.0,Non-Fatal,0,0,2.0,Business,UNK,CESSNA 340A
108,20020917X01781,1.0,Non-Fatal,0,0,2.0,Instructional,VMC,PIPER PA-38-112
109,20020917X02397,4.0,Non-Fatal,0,0,6.0,Unknown,VMC,CANADAIR CL-44D4
110,20020917X01628,1.0,Non-Fatal,0,0,2.0,Unknown,VMC,PIPER PA-32
111,20020917X02334,2.0,Incident,0,0,2.0,Executive/corporate,VMC,PIPER PA-31-350
112,20020917X02258,2.0,Fatal(2),2,0,0.0,Personal,IMC,BEECH 58
113,20020917X02256,1.0,Fatal(3),3,0,0.0,Personal,IMC,CESSNA 182N
114,20020917X01751,2.0,Fatal(1),1,0,0.0,Business,IMC,PIPER PA-23-250
115,20020917X02398,1.0,Fatal(1),1,0,1.0,Personal,VMC,CESSNA 210
116,20020917X01998,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 152
117,20020917X02619,1.0,Fatal(4),4,0,0.0,Personal,IMC,CESSNA P210N
118,20020917X02467,2.0,Fatal(1),1,0,0.0,Unknown,IMC,CESSNA 402A
119,20020917X02399,2.0,Non-Fatal,0,0,0.0,Unknown,VMC,DOUGLAS DC-3
120,20020917X02295,2.0,Non-Fatal,0,1,0.0,Executive/corporate,IMC,PIPER PA-23-250
121,20020917X02260,1.0,Fatal(1),1,0,0.0,Personal,IMC,PIPER PA-28-235
122,20020917X01762,1.0,Fatal(1),1,0,0.0,Personal,IMC,GRUMMAN AA-1
123,20020917X01749,1.0,Non-Fatal,0,1,0.0,Personal,VMC,PIPER PA-32
124,20020917X01626,1.0,Non-Fatal,0,0,0.0,Unknown,VMC,CESSNA 207
125,20020917X01782,1.0,Non-Fatal,0,0,4.0,Personal,VMC,MOONEY M-20
126,20020917X02161,1.0,Non-Fatal,0,0,1.0,Unknown,VMC,AIR TRACTOR 301
127,20020917X02307,1.0,Fatal(2),2,0,0.0,Unknown,VMC,SONS MUSTANG II
128,20020917X01767,2.0,Incident,0,0,2.0,Unknown,VMC,DASSAULT/SUD FALCON 20
129,20020917X02171,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 172M
130,20020917X02622,1.0,Fatal(1),1,1,0.0,Personal,IMC,CESSNA 172
131,20020917X02259,1.0,Fatal(2),2,0,0.0,Personal,VMC,MOONEY M20C
132,20020917X02000,1.0,Non-Fatal,0,0,1.0,Aerial Application,VMC,GRUMMAN G-164A
133,20020917X01909,3.0,Fatal(2),2,4,182.0,Unknown,IMC,MCDONNELL DOUGLAS DC-10-30
134,20020917X01883,1.0,Fatal(1),1,0,0.0,Personal,IMC,BEECH A23A
135,20020917X02426,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER PA-32-300
136,20020917X02400,1.0,Non-Fatal,0,0,3.0,Personal,VMC,CESSNA 150M
137,20020917X02400,2.0,Non-Fatal,0,0,3.0,Personal,VMC,PIPER PA-34-200T
138,20020917X02259,1.0,Fatal(2),2,0,0.0,Personal,VMC,PIPER PA-28-235
139,20020917X02113,1.0,Non-Fatal,0,1,0.0,Personal,VMC,CESSNA 150H
140,20020917X02002,1.0,Non-Fatal,0,0,1.0,Unknown,VMC,PIPER PA-38-112
141,20020917X01990,2.0,Fatal(7),7,0,0.0,Personal,VMC,ROBERTSON C-402B
142,20020917X02563,1.0,Non-Fatal,0,0,0.0,Personal,UNK,CESSNA 172
143,20020917X02163,1.0,Non-Fatal,0,0,4.0,Personal,VMC,CESSNA 172
144,20020917X01895,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 172RG
145,20020917X01661,1.0,Non-Fatal,0,0,1.0,Business,VMC,CESSNA 177
146,20020917X01646,1.0,Fatal(2),2,0,0.0,Personal,UNK,CESSNA 182M
147,20020917X01652,1.0,Non-Fatal,0,0,0.0,Instructional,VMC,CESSNA 152II
148,20020917X02123,1.0,Non-Fatal,0,1,0.0,Aerial Application,VMC,CESSNA A188B
149,20020917X02485,1.0,Non-Fatal,0,0,2.0,Personal,VMC,PIPER PA-28-140
150,20020917X02430,1.0,Non-Fatal,0,0,3.0,Instructional,VMC,CESSNA 172N
151,20020917X02427,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 152
152,20020917X01917,1.0,Non-Fatal,0,0,1.0,Business,VMC,BELLANCA 7GCBC
153,20020917X02491,1.0,Non-Fatal,0,0,2.0,Instructional,VMC,CESSNA 152
154,20020917X02164,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 152
155,20020917X01925,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 172N
156,20020917X01783,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,AERONCA 7BCM
157,20020917X01742,1.0,Non-Fatal,0,0,2.0,Personal,VMC,PIPER PA-38-112
158,20020917X02325,1.0,Fatal(1),1,0,0.0,Unknown,IMC,PIPER 28-151
159,20020917X02579,2.0,Non-Fatal,0,0,2.0,Instructional,VMC,CESSNA 340A
160,20020917X02428,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 172H
161,20020917X02165,1.0,Non-Fatal,0,0,1.0,Business,VMC,MOONEY M20C
162,20020917X02001,1.0,Non-Fatal,0,0,2.0,Business,VMC,CESSNA A185F
163,20020917X01662,1.0,Non-Fatal,0,0,2.0,Business,VMC,PIPER PA-32-260
164,20020917X02468,1.0,Fatal(1),1,0,0.0,Personal,IMC,CESSNA 172N
165,20020917X01768,2.0,Incident,0,0,2.0,Executive/corporate,VMC,BEECH B200
166,20020917X01758,1.0,Fatal(1),1,0,0.0,Personal,VMC,CESSNA 150
167,20020917X01919,1.0,Non-Fatal,0,0,2.0,Unknown,VMC,CESSNA 172
168,20020917X02335,1.0,Incident,0,0,1.0,Personal,VMC,PIPER PA-28R-201T
169,20020917X02166,1.0,Non-Fatal,0,0,4.0,Personal,VMC,MOONEY M20J
170,20020917X02313,1.0,Fatal(1),1,0,0.0,Personal,VMC,CESSNA TR182
171,20020917X02248,1.0,Non-Fatal,0,0,1.0,Personal,VMC,AERONCA 7AC
172,20020917X02168,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 177B
173,20020917X02167,1.0,Non-Fatal,0,0,3.0,Personal,VMC,CESSNA 172
174,20020917X02003,1.0,Non-Fatal,0,0,2.0,Instructional,VMC,CESSNA 140
175,20020917X01920,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 172
176,20020917X01664,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 182L
177,20020917X01663,1.0,Non-Fatal,0,0,3.0,Personal,VMC,CESSNA 172N
178,20020917X02580,1.0,Non-Fatal,0,0,3.0,Unknown,IMC,CESSNA 172P
179,20020917X02547,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER PA-22
180,20020917X02482,1.0,Non-Fatal,0,0,2.0,Instructional,VMC,CESSNA 150L
181,20020917X02429,1.0,Non-Fatal,0,1,1.0,Business,IMC,BEECH 36
182,20020917X02344,1.0,Non-Fatal,0,0,0.0,Personal,VMC,CESSNA 152
183,20020917X02343,1.0,Non-Fatal,0,0,2.0,Instructional,VMC,PIPER PA-28-161
184,20020917X02169,1.0,Non-Fatal,0,0,3.0,Personal,VMC,CESSNA 180K
185,20020917X02005,1.0,Non-Fatal,0,0,2.0,Instructional,VMC,CESSNA 152
186,20020917X02004,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 152
187,20020917X01921,1.0,Non-Fatal,0,0,2.0,Personal,VMC,PIPER PA-22
188,20020917X02480,2.0,Non-Fatal,0,5,0.0,Unknown,IMC,BEECH 99
189,20020917X02413,1.0,Non-Fatal,0,1,0.0,Unknown,VMC,CESSNA 172
190,20020917X02131,1.0,Fatal(2),2,0,0.0,Personal,IMC,CESSNA 182
191,20020917X02315,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,BELLANCA 7ECA
192,20020917X02170,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA TR182
193,20020917X02006,1.0,Non-Fatal,0,0,3.0,Personal,VMC,CESSNA P206
194,20020917X01784,2.0,Non-Fatal,0,0,4.0,Executive/corporate,VMC,GRUMMAN 1159
195,20020917X01922,1.0,Non-Fatal,0,1,0.0,Unknown,IMC,PIPER PA-32
196,20020917X02539,2.0,Fatal(1),1,0,0.0,Unknown,IMC,PIPER PA-23-250
197,20020917X02139,1.0,Fatal(2),2,0,0.0,Personal,VMC,CESSNA 150G
198,20020917X02581,1.0,Non-Fatal,0,0,1.0,Business,VMC,CESSNA U206G
199,20020917X02007,1.0,Non-Fatal,0,0,1.0,Business,VMC,CESSNA T210N
200,20020917X01963,1.0,Non-Fatal,0,0,1.0,Personal,VMC,SMITH MINIPLANE BK-1
201,20020917X02297,1.0,Fatal(1),1,0,0.0,Personal,VMC,MOONEY M20J
202,20020917X01923,2.0,Non-Fatal,0,0,0.0,Business,IMC,MITSUBISHI MU2B-40
203,20020917X01910,3.0,Non-Fatal,0,1,154.0,Unknown,IMC,MCDONNELL-DOUGLAS DC-10-10
204,20020917X02582,1.0,Non-Fatal,0,0,2.0,Instructional,VMC,CESSNA 150J
205,20020917X02252,1.0,Non-Fatal,0,0,1.0,Personal,VMC,TAYLORCRAFT F19
206,20020917X02555,2.0,Non-Fatal,0,0,1.0,Unknown,IMC,TED SMITH AEROSTAR 600
207,20020917X02583,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,BELLANCA 7KCAB
208,20020917X02348,1.0,Fatal(2),2,0,0.0,Personal,VMC,PIPER PA-28
209,20020917X01724,1.0,Fatal(4),4,0,0.0,Unknown,IMC,PIPER PA-32R-300
210,20020917X02570,1.0,Non-Fatal,0,1,0.0,Instructional,VMC,PIPER PA-28-140
211,20020917X01665,1.0,Non-Fatal,0,1,0.0,Personal,VMC,CESSNA T210L
212,20020917X02585,1.0,Non-Fatal,0,0,3.0,Aerial Application,VMC,BOEING A75N1
213,20020917X02415,2.0,Non-Fatal,0,2,0.0,Unknown,IMC,PIPER PA-31
214,20020917X02173,1.0,Non-Fatal,0,0,3.0,Personal,VMC,BELLANCA 7KCAB
215,20020917X02585,1.0,Non-Fatal,0,0,3.0,Personal,VMC,TAYLORCRAFT BC12-D
216,20020917X02432,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,PIPER PA-28-140
217,20020917X02173,1.0,Non-Fatal,0,0,3.0,Personal,VMC,CESSNA 180
218,20020917X02172,1.0,Non-Fatal,0,0,2.0,Instructional,VMC,CESSNA 152
219,20020917X01790,1.0,Non-Fatal,0,0,3.0,Personal,VMC,PIPER PA-28-181
220,20020917X01788,2.0,Non-Fatal,0,0,2.0,Personal,VMC,ERCOUPE 415-C
221,20020917X01787,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 182H
222,20020917X01786,1.0,Non-Fatal,0,0,0.0,Instructional,VMC,CESSNA 150
223,20020917X02402,1.0,Fatal(8),8,0,0.0,Personal,VMC,PIPER PA-24-180
224,20020917X02402,1.0,Fatal(8),8,0,0.0,Personal,VMC,CESSNA 182B
225,20020917X02284,1.0,Non-Fatal,0,4,0.0,Personal,VMC,PIPER PA-28-140
226,20020917X02265,1.0,Fatal(4),4,0,0.0,Unknown,IMC,CESSNA P210N
227,20020917X02625,1.0,Non-Fatal,0,1,0.0,Personal,VMC,ROCKWELL COMDR 112TCA
228,20020917X02584,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,PIPER PA-28-180
229,20020917X02493,1.0,Non-Fatal,0,0,5.0,Personal,VMC,CESSNA 172N
230,20020917X02434,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 152
231,20020917X02433,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,PIPER PA-38
232,20020917X02009,1.0,Non-Fatal,0,0,2.0,Business,VMC,CESSNA 177RG
233,20020917X01792,1.0,Non-Fatal,0,0,4.0,Personal,VMC,CESSNA 172
234,20020917X01791,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 152
235,20020917X01789,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 172
236,20020917X02263,1.0,Fatal(1),1,0,0.0,Personal,IMC,CESSNA 172N
237,20020917X01667,1.0,Non-Fatal,0,0,0.0,Personal,VMC,CESSNA C-172
238,20020917X02129,1.0,Fatal(1),1,0,0.0,Business,VMC,PIPER PA-18A-150
239,20020917X01879,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 152
240,20020917X01794,1.0,Non-Fatal,0,0,3.0,Personal,IMC,PIPER PA-28R-201
241,20020917X01793,1.0,Non-Fatal,0,0,0.0,Instructional,VMC,PIPER PA-28-161
242,20020917X01754,1.0,Non-Fatal,0,0,0.0,Personal,VMC,CESSNA 182P
243,20020917X01668,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 140
244,20020917X01666,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,BEECH C-23
245,20020917X02175,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,PIPER PA-38-112
246,20020917X02143,1.0,Fatal(1),1,0,0.0,Personal,VMC,BEECH V35A
247,20020917X01769,2.0,Incident,0,0,10.0,Executive/corporate,IMC,BEECH 200
248,20020917X02174,2.0,Non-Fatal,0,0,2.0,Business,VMC,CESSNA 310R
249,20020917X01795,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 172
250,20020917X01743,2.0,Non-Fatal,0,0,1.0,Business,IMC,CESSNA 402B
251,20020917X01627,1.0,Non-Fatal,0,0,2.0,Unknown,VMC,CESSNA 185
252,20020917X02416,2.0,Non-Fatal,0,2,0.0,Personal,VMC,CESSNA 310
253,20020917X02262,2.0,Fatal(2),2,0,0.0,Business,IMC,BEECH 95-C55
254,20020917X02494,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 172K
255,20020917X01924,2.0,Non-Fatal,0,0,2.0,Business,VMC,CESSNA 421B
256,20020917X01725,2.0,Non-Fatal,0,0,5.0,Business,VMC,CESSNA 401
257,20020917X02403,2.0,Fatal(2),2,0,0.0,Unknown,IMC,CESSNA 421
258,20020917X02243,1.0,Non-Fatal,0,0,1.0,Aerial Application,VMC,GRUMMAN G-164B
259,20020917X02435,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 152
260,20020917X02571,2.0,Incident,0,0,7.0,Unknown,VMC,DE HAVILLAND DHC-6-100
261,20020917X01896,1.0,Non-Fatal,0,4,0.0,Personal,VMC,PIPER PA-24-250
262,20020917X02345,2.0,Non-Fatal,0,0,4.0,Personal,VMC,HOWARD AIRCRAFT CORP. 500
263,20020917X01804,1.0,Non-Fatal,0,0,0.0,Instructional,VMC,CESSNA 152
264,20020917X02269,1.0,Fatal(4),4,0,0.0,Personal,IMC,CESSNA 172K
265,20020917X02267,2.0,Fatal(1),1,0,0.0,Personal,IMC,PIPER PA-34
266,20020917X02266,1.0,Fatal(2),2,0,0.0,Personal,IMC,ROCKWELL 112A
267,20020917X02264,1.0,Fatal(4),4,0,0.0,Personal,VMC,BEECH J35
268,20020917X02442,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 150
269,20020917X02439,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 152
270,20020917X02347,1.0,Non-Fatal,0,0,1.0,Personal,VMC,AERONCA 7AC
271,20020917X02010,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 172
272,20020917X01929,1.0,Non-Fatal,0,0,1.0,Personal,UNK,PIPER PA-18
273,20020917X01797,1.0,Non-Fatal,0,0,0.0,Personal,VMC,CESSNA 150
274,20020917X02566,1.0,Fatal(1),1,0,0.0,Personal,VMC,AERONCA 7EC
275,20020917X02237,1.0,Non-Fatal,0,2,0.0,Personal,VMC,CESSNA 150
276,20020917X02011,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 152
277,20020917X02496,1.0,Non-Fatal,0,0,3.0,Personal,VMC,BELLANCA 17-30A
278,20020917X02436,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 150
279,20020917X02353,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER PA-28-140
280,20020917X01805,1.0,Non-Fatal,0,0,2.0,Instructional,VMC,PIPER PA-38-112
281,20020917X01803,1.0,Non-Fatal,0,0,3.0,Personal,VMC,PIPER PA-28-161
282,20020917X01799,1.0,Non-Fatal,0,0,4.0,Personal,VMC,CESSNA 172N
283,20020917X01760,1.0,Fatal(2),2,0,0.0,Personal,VMC,PORTERFIELD CP-65
284,20020917X01670,1.0,Non-Fatal,0,0,4.0,Personal,VMC,PIPER PA-28-161
285,20020917X02336,2.0,Incident,0,0,119.0,Unknown,IMC,BOEING B737-2H4
286,20020917X02012,2.0,Non-Fatal,0,0,2.0,Unknown,VMC,CESSNA 310D
287,20020917X01884,2.0,Fatal(1),1,0,0.0,Ferry,VMC,PIPER PA-23
288,20020917X02497,1.0,Non-Fatal,0,0,1.0,Personal,VMC,MOONEY M20J
289,20020917X02438,1.0,Non-Fatal,0,0,1.0,Business,IMC,PIPER PA-28-151
290,20020917X02437,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 152
291,20020917X01802,1.0,Non-Fatal,0,0,2.0,Personal,VMC,PIPER PA-28-151
292,20020917X01801,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 152(II)
293,20020917X01798,1.0,Non-Fatal,0,0,1.0,Business,VMC,BEECH 35
294,20020917X01726,1.0,Non-Fatal,0,1,0.0,Personal,IMC,PIPER PA-28R-180
295,20020917X01718,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 150M
