,Event.Id,Number.of.Engines,Injury.Severity,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Uninjured,Purpose.of.flight,Weather.Condition,Aircraft_Model
9965,20120529X04821,1.0,Non-Fatal,0,0,2.0,Instructional,VMC,CESSNA 172
9966,20120605X34541,1.0,Non-Fatal,0,0,1.0,Personal,VMC,BEECH B36TC
9967,20120621X31412,1.0,Non-Fatal,0,0,5.0,Skydiving,VMC,CESSNA 182
9968,20130604X82231,2.0,Non-Fatal,0,0,91.0,,,AIRBUS A321
9969,20120613X42546,1.0,Fatal,4,0,0.0,,,CESSNA 172M
9970,20120528X70400,1.0,Fatal,2,0,0.0,Instructional,VMC,BEECH V35B
9971,20120529X04554,2.0,Fatal,1,0,0.0,Personal,VMC,TACKABURY AIR-CAM
9972,20120529X20858,1.0,Fatal,1,0,0.0,Personal,VMC,NORTH AMERICAN T-6G
9973,20120531X54156,1.0,Fatal,1,0,0.0,Unknown,,CESSNA 172
9974,20120614X20148,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 172P
9975,20120530X20643,1.0,Non-Fatal,0,0,1.0,Personal,VMC,BRUMBAUGH B/KASOWSKI L AVID FLYER IV
9976,20120530X25031,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER PA-18-150
9977,20120530X50747,1.0,Fatal,4,0,0.0,Personal,VMC,CIRRUS SR20
9978,20120605X84549,1.0,Non-Fatal,0,0,2.0,Flight Test,VMC,PIPER PA28R
9979,20120614X90135,1.0,Non-Fatal,0,0,1.0,Personal,VMC,LUSCOMBE 8
9980,20120530X61540,1.0,Non-Fatal,0,1,1.0,Personal,VMC,BALDWIN SKYBOLT
9981,20120530X64155,4.0,Non-Fatal,0,0,24.0,,VMC,BOEING 747
9982,20120531X23634,1.0,Non-Fatal,0,0,2.0,Personal,VMC,SILVAIRE LUSCOMBE 8F
9983,20120531X85731,2.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA P337H
9984,20120531X02455,1.0,Fatal,1,0,0.0,Personal,VMC,HAWKER BEECHCRAFT A36
9985,20120531X13740,1.0,Non-Fatal,0,0,1.0,Personal,VMC,GRUMMAN AMERICAN AVN. CORP. AA-1B
9986,20120601X70031,1.0,Non-Fatal,0,1,0.0,Personal,VMC,WALTERS RV-8
9987,20120601X44107,1.0,Fatal,1,0,0.0,Personal,VMC,WESTCOTT PROWLER JAGUAR
9988,20120615X74656,,Non-Fatal,0,0,173.0,,,BOEING 737
9989,20120604X34645,,,0,0,0.0,,,BOEING 727 - 221F
9990,20120604X75739,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 180
9991,20120605X41640,1.0,Fatal,1,0,0.0,Personal,,CESSNA 182N
9992,20120605X90621,1.0,Non-Fatal,0,1,0.0,Personal,VMC,PITTMAN EDDIE G CGS HAWK ARROW II
9993,20120606X73319,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA A185F
9994,20120603X10958,1.0,Non-Fatal,0,0,1.0,Aerial Application,VMC,GRUMMAN G-164A
9995,20120603X74920,4.0,Fatal,2,0,0.0,Public Aircraft - Federal,VMC,LOCKHEED P2V-7
9996,20120604X63515,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 150G
9997,20120612X45315,1.0,Non-Fatal,0,0,1.0,Personal,VMC,WALLS CRAIG C SNOWYRIVER SPECIAL
9998,20120605X05800,1.0,Fatal,1,0,0.0,Personal,VMC,BELLANCA 8GCBC
9999,20120605X44916,1.0,Non-Fatal,0,0,4.0,Personal,VMC,PIPER PA-28-181
10000,20120605X94513,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 170A
10001,20120606X62514,1.0,Fatal,1,0,0.0,Unknown,,CESSNA 182
10002,20120607X13317,1.0,Non-Fatal,0,0,1.0,Aerial Application,VMC,AIR TRACTOR AT401
10003,20120605X63420,1.0,Fatal,1,0,0.0,Personal,VMC,QUICKSILVER SPORT II
10004,20120606X10315,1.0,Non-Fatal,0,0,1.0,Personal,VMC,THOMAS SCOTT EAA BIPLANE MODEL P
10005,20120614X20640,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER AIRCRAFT INC PA46R-350T
10006,20120608X52730,1.0,Non-Fatal,0,0,0.0,Personal,VMC,PIPER PA-22-135
10007,20120613X11834,2.0,Non-Fatal,0,0,6.0,,,PIPER PA23
10008,20120615X63501,1.0,Non-Fatal,0,0,2.0,Personal,VMC,BEECH 35-A33
10009,20120719X95843,1.0,Non-Fatal,0,0,1.0,Unknown,,CESSNA 182R
10010,20120731X54608,,Fatal,2,0,0.0,,,FAIRCHILD SA-227
10011,20120607X23516,2.0,Non-Fatal,0,0,8.0,Personal,VMC,LEARJET INC 60
10012,20120607X54234,1.0,Fatal,6,0,0.0,Personal,IMC,PILATUS AIRCRAFT LTD PC-12/47
10013,20120607X93407,1.0,Non-Fatal,0,0,3.0,,VMC,CESSNA 207A
10014,20120608X43116,2.0,Non-Fatal,0,1,184.0,,VMC,BOEING 757 2B7
10015,20120608X75330,1.0,Non-Fatal,0,0,1.0,,VMC,CESSNA U206G
10016,20120608X90939,1.0,Non-Fatal,0,2,0.0,Personal,VMC,BEECH 77
10017,20120611X12331,1.0,Non-Fatal,0,0,1.0,Aerial Application,VMC,GRUMMAN G164
10018,20120516X10209,1.0,Non-Fatal,0,1,0.0,Personal,VMC,PIPER PA-28-140
10019,20120613X32908,1.0,Fatal,1,0,0.0,Aerial Application,,PIPER PAWNEE PA25-260
10020,20120614X21912,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 120
10021,20120614X24451,2.0,Fatal,1,0,0.0,Personal,VMC,PIPER PA-31-325
10022,20120615X94142,1.0,Non-Fatal,0,0,2.0,Personal,VMC,RYAN AERONAUTICAL ST3KR
10023,20120616X31702,1.0,Fatal,1,0,0.0,Personal,VMC,CESSNA 150F
10024,20120625X55501,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA P210N
10025,20120626X00722,1.0,Non-Fatal,0,0,1.0,Personal,VMC,FAIRCHILD 24R-40
10026,20120608X20119,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 172S
10027,20120609X22931,1.0,Fatal,1,0,0.0,Personal,VMC,PHILLIPS WILLIAM L CHALLENGER
10028,20120609X55255,1.0,Non-Fatal,0,1,2.0,Other Work Use,VMC,CESSNA 172B
10029,20120609X71211,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA AIRCRAFT CO 162
10030,20120610X90234,1.0,Fatal,1,0,0.0,Personal,IMC,PIPER PA-32-300
10031,20120611X61654,1.0,Non-Fatal,0,1,0.0,Personal,VMC,RYAN NAVION
10032,20120611X92127,1.0,Fatal,1,0,0.0,Personal,VMC,FLOWER ROGER P J D
10033,20120612X50856,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 150H
10034,20120612X52521,1.0,Non-Fatal,0,0,1.0,Air Race show,VMC,BIRCHLER BOYD EAGLE 540
10035,20120615X41437,1.0,Non-Fatal,0,0,1.0,Personal,VMC,AMEN STAR LITE
10036,20120619X10031,1.0,Non-Fatal,0,0,2.0,Personal,VMC,LUSCOMBE 8E
10037,20120619X85512,1.0,Non-Fatal,0,0,1.0,Personal,VMC,AERONCA 7AC
10038,20120611X94825,1.0,Non-Fatal,0,0,2.0,Instructional,VMC,GRIFFITHS JAMES SYDNEY KOKOPELLI SUPERPACER
10039,20120612X61430,1.0,Non-Fatal,0,0,3.0,Personal,VMC,CESSNA 172H
10040,20120611X14110,1.0,Non-Fatal,0,0,1.0,Aerial Application,VMC,AYRES S2R-G6
10041,20120611X42019,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 182A
10042,20120612X01249,2.0,Non-Fatal,0,0,149.0,,IMC,AIRBUS INDUSTRIE A320-212
10043,20120612X94214,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,EVEKTOR-AEROTECHNIK AS SPORTSTAR
10044,20120613X31642,1.0,Non-Fatal,0,0,1.0,Positioning,VMC,NORTH AMERICAN AT-6C
10045,20120612X53221,1.0,Non-Fatal,0,0,0.0,Positioning,VMC,PIPER PA-38-112
10046,20120613X03940,1.0,Non-Fatal,0,0,0.0,Personal,VMC,MOONEY M20F
10047,20120613X23202,1.0,Non-Fatal,0,1,1.0,Instructional,VMC,BOWLES CHRIS KITFOX 5
10048,20120702X44133,1.0,Non-Fatal,0,2,0.0,Instructional,VMC,CESSNA 150M
10049,20120613X32202,2.0,Non-Fatal,0,0,79.0,,IMC,BOEING 737-724
10050,20120614X65421,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA A185F
10051,20120614X84708,1.0,Non-Fatal,0,1,0.0,Ferry,VMC,PIPER PA-28-180
10052,20120614X42820,1.0,Non-Fatal,0,0,7.0,,VMC,DEHAVILLAND DHC-2
10053,20120615X04516,1.0,Non-Fatal,0,2,0.0,Instructional,VMC,EVEKTOR-AEROTECHNIK AS SPORTSTAR PLUS
10054,20120615X41333,1.0,Non-Fatal,0,0,3.0,Aerial Observation,VMC,CESSNA TP206A
10055,20120615X55556,1.0,Non-Fatal,0,0,2.0,Instructional,VMC,CESSNA 150M
10056,20120617X95025,1.0,Non-Fatal,0,0,1.0,Personal,VMC,YAKOVLEV YAK-52
10057,20120620X94522,2.0,Non-Fatal,0,0,5.0,Executive/corporate,VMC,CESSNA 560
10058,20120615X01834,1.0,Non-Fatal,0,2,0.0,Personal,VMC,CESSNA 170
10059,20120615X34118,1.0,Fatal,1,0,0.0,Personal,VMC,REMOS ACFT GMBH FLUGZEUGBAU REMOS GX
10060,20120618X11856,1.0,Non-Fatal,0,0,1.0,Aerial Application,VMC,AIR TRACTOR INC AT-502
10061,20120619X14719,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 172K
10062,20120619X93003,1.0,Non-Fatal,0,0,4.0,Personal,VMC,PIPER PA-28-181
10063,20120627X01450,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 172M
10064,20120616X53520,1.0,Non-Fatal,0,0,0.0,Air Race show,VMC,ROETMAN RYLAND K JR EAGLE
10065,20120616X63751,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 182H
10066,20120617X03229,1.0,Non-Fatal,0,0,1.0,Personal,VMC,BARNEY OLDFIELD AIRCRAFT CO BABY LAKES
10067,20120619X35510,1.0,Non-Fatal,0,0,2.0,Personal,VMC,PIPER PA-18
10068,20120619X50231,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 172
10069,20120619X90522,1.0,Non-Fatal,0,0,2.0,Instructional,VMC,CESSNA 152
10070,20120620X02221,1.0,Non-Fatal,0,2,0.0,Personal,VMC,PETERSON-FEDER-SPLINTER STARDUSTER TOO
10071,20120618X91331,1.0,Non-Fatal,0,1,2.0,Personal,VMC,CESSNA 182P
10072,20120619X42932,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER PA-18-150
10073,20120619X85353,1.0,Non-Fatal,0,0,1.0,Personal,VMC,"CONSOLIDATED AERONAUTICS, INC. LAKE LA-4-200"
10074,20120620X91512,1.0,Non-Fatal,0,0,2.0,Personal,VMC,FISHER HAROLD R 320
10075,20120621X34639,2.0,Non-Fatal,0,0,154.0,,VMC,AIRBUS A320
10076,20120706X65711,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CIRRUS DESIGN CORP SR20
10077,20120711X32051,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 172S
10078,20120618X00755,2.0,Non-Fatal,0,2,0.0,Executive/corporate,VMC,BEECH 400A
10079,20120621X81538,,,0,0,0.0,,,BOEING 747
10080,20120618X13514,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER PA-28R-200
10081,20120619X52353,1.0,Non-Fatal,0,0,0.0,Personal,VMC,PIPER J3C-65
10082,20120629X40904,1.0,Non-Fatal,0,0,1.0,Personal,VMC,BOEING A75N1(PT17)
10083,20120619X40324,1.0,Non-Fatal,0,0,2.0,Instructional,VMC,CESSNA 170B
10084,20120621X23704,1.0,Non-Fatal,0,1,2.0,Personal,VMC,CESSNA 195B
10085,20120621X82706,1.0,Non-Fatal,0,0,2.0,Instructional,VMC,PIPER PA-28-161
10086,20120620X93008,1.0,Non-Fatal,0,0,0.0,Aerial Application,VMC,GRUMMAN ACFT ENG COR-SCHWEIZER G-164B
10087,20120621X71649,,,0,0,0.0,,,BOEING 767
10088,20120622X80128,1.0,Non-Fatal,0,0,1.0,Personal,VMC,HELIO H-295-1400
10089,20120718X21142,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 180A
10090,20120815X90616,2.0,,0,0,0.0,,,AIRBUS A320
10091,20120621X83139,,,0,0,0.0,,,BOEING 737
10092,20120621X11954,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA R182
10093,20120621X12934,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 170B
10094,20120621X53517,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 150F
10095,20120621X75139,1.0,Non-Fatal,0,1,1.0,Personal,VMC,CESSNA 140A
10096,20120627X62804,1.0,Non-Fatal,0,0,2.0,Flight Test,VMC,EDSON ROBERT W PIETENPOL AIR CAMPER
10097,20120802X45936,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER J3F-65
10098,20120622X22743,2.0,Fatal,1,0,0.0,Positioning,VMC,RAYTHEON AIRCRAFT COMPANY C90GT
10099,20120623X90739,1.0,Non-Fatal,0,0,1.0,Aerial Observation,VMC,PIPER J5A
10100,20120710X40020,1.0,Non-Fatal,0,0,3.0,Personal,VMC,CESSNA TR182
10101,20120718X22218,1.0,Non-Fatal,0,0,1.0,Personal,VMC,BEECH A36
10102,20120718X75839,1.0,Non-Fatal,0,0,1.0,Business,VMC,PIPER PA-46-310P
10103,20120623X90047,1.0,Fatal,4,0,0.0,Personal,VMC,CESSNA 172
10104,20120625X10618,1.0,Non-Fatal,0,0,1.0,Flight Test,VMC,HOYLE FIGHTER ESCORT WINGS
10105,20120625X23356,1.0,Non-Fatal,0,0,2.0,Personal,VMC,LUSCOMBE 8A
10106,20120625X31218,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CHAMPION 7GCB
10107,20120625X91955,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA A150K
10108,20120626X81948,1.0,Non-Fatal,0,0,3.0,Personal,VMC,CESSNA 177
10109,20120703X04141,1.0,Non-Fatal,0,0,1.0,Personal,VMC,COX PA 18
10110,20120624X73746,1.0,Fatal,1,0,0.0,Personal,VMC,UNIVERSAL STINSON 108
10111,20120625X12447,1.0,Non-Fatal,0,1,0.0,Personal,VMC,MOONEY M10
10112,20120625X15334,1.0,Non-Fatal,0,0,2.0,Personal,VMC,DEHAVILLAND TIGER MOTH DH 82A
10113,20120703X01944,1.0,Non-Fatal,0,1,0.0,Skydiving,VMC,CESSNA 182
10114,20120703X04805,1.0,Non-Fatal,0,0,3.0,Personal,VMC,BURLEIGH BEARHAWK
10115,20120703X91239,1.0,Non-Fatal,0,0,4.0,Personal,VMC,PIPER PA-28-235
10116,20120813X71552,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,AMERICAN LEGEND AL3
10117,20120625X80103,1.0,Fatal,1,0,0.0,Personal,IMC,SOCATA TB21
10118,20120627X90622,1.0,Non-Fatal,0,0,4.0,,VMC,PIPER PA-32-300
10119,20120703X05426,1.0,Non-Fatal,0,0,2.0,Personal,VMC,STINSON 108-2
10120,20120626X81701,1.0,Non-Fatal,0,1,0.0,Personal,VMC,BOEING B75N1
10121,20120627X04941,1.0,Fatal,1,0,0.0,Personal,VMC,NAPPI TITO C LANCAIR 235M
10122,20120627X20651,1.0,Non-Fatal,0,0,2.0,Personal,VMC,PIPER PA-28-161
10123,20120628X74946,1.0,Non-Fatal,0,0,2.0,Instructional,VMC,CESSNA 172S
10124,20120627X54104,1.0,Non-Fatal,0,0,1.0,Personal,IMC,LUTERS ARNIS V LEGEND
10125,20120628X15555,1.0,Fatal,1,0,0.0,Personal,VMC,REHN KITFOX IV
10126,20120628X73336,1.0,Non-Fatal,0,1,0.0,Personal,VMC,GRUMMAN AMERICAN AVN. CORP. AA-1C
10127,20120628X95014,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 172M
10128,20120703X02421,1.0,Non-Fatal,0,0,2.0,Personal,VMC,TAYLORCRAFT BC12-D
10129,20120712X21254,1.0,Non-Fatal,0,0,3.0,Personal,VMC,BEECH A36
10130,20120628X11342,2.0,Non-Fatal,0,0,0.0,Personal,VMC,PIPER PA-23
10131,20120628X51812,1.0,Non-Fatal,0,0,1.0,Aerial Application,VMC,AYRES CORPORATION S2R-G10
10132,20120629X30512,1.0,Fatal,1,0,1.0,Personal,VMC,AVIAT A-1C-180
10133,20120629X90208,1.0,Non-Fatal,0,1,0.0,Instructional,VMC,MOONEY M20J
10134,20120703X82414,1.0,Non-Fatal,0,0,1.0,Skydiving,VMC,CESSNA 182A
10135,20120705X82945,1.0,Non-Fatal,0,0,1.0,,VMC,PIPER PA-32-301
10136,20120702X03853,1.0,Non-Fatal,0,0,0.0,Personal,VMC,FIELDS MIKE HAWK SSC
10137,20120702X24026,1.0,Non-Fatal,0,1,0.0,Personal,VMC,STEVEN BORNSTEIN/THOMAS WHITTA ZENITH
10138,20120702X55525,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 182K
10139,20120702X85520,1.0,Non-Fatal,0,0,4.0,Personal,VMC,PIPER PA-28-140
10140,20120703X05815,1.0,Non-Fatal,0,0,0.0,Personal,VMC,BADEAUX CHALLENGER II
10141,20120630X03010,2.0,Fatal,1,0,0.0,Personal,VMC,PIPER PA-31P
10142,20120630X73955,1.0,Non-Fatal,0,0,2.0,Instructional,VMC,TECNAM P2002 SIERRA
10143,20120701X65804,1.0,Non-Fatal,0,3,0.0,Personal,VMC,STINSON 108
10144,20120703X85443,1.0,Non-Fatal,0,1,0.0,Personal,VMC,CESSNA 172S
10145,20120705X42511,1.0,Non-Fatal,0,0,1.0,Personal,VMC,DEHAVILLAND BEAVER DHC-2 MK.1
10146,20120705X93933,1.0,Non-Fatal,0,1,0.0,Personal,VMC,TAYLORCRAFT BC12-D
10147,20120701X23507,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER PA-24
10148,20120701X60219,2.0,Non-Fatal,0,0,2.0,Personal,VMC,BEECH 58
10149,20120702X04958,1.0,Non-Fatal,0,1,0.0,Personal,VMC,CESSNA 172M
10150,20120702X10955,1.0,Non-Fatal,0,0,3.0,Personal,VMC,WILKINSON LORIN L HATZ XB-II
10151,20120703X63653,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA R172K
10152,20120702X90026,1.0,Non-Fatal,0,2,0.0,Personal,VMC,CESSNA 210-5
10153,20120703X12440,1.0,Non-Fatal,0,0,6.0,,VMC,DEHAVILLAND BEAVER DHC-2
10154,20120706X54733,1.0,Non-Fatal,0,0,1.0,Personal,VMC,LEDER JOHN A LEDER VELOCITY XL RG
10155,20120710X34026,,,0,0,0.0,,,BOEING 777
10156,20120712X30058,1.0,Non-Fatal,0,0,1.0,Personal,VMC,EVEKTOR-AEROTECHNIK AS SPORTSTAR PLUS
10157,20120704X55938,2.0,,0,0,0.0,,,BOEING 767-323
10158,20120705X62805,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER PA-18A 150
10159,20120705X92945,1.0,Non-Fatal,0,0,2.0,Personal,VMC,PIPER PA-22-160
10160,20120705X10053,1.0,Non-Fatal,0,0,2.0,Personal,VMC,PIPER PA-12
10161,20120705X92337,1.0,Non-Fatal,0,1,1.0,Instructional,VMC,PIPER PA-18-180
10162,20120709X03943,1.0,Non-Fatal,0,0,3.0,Personal,VMC,CESSNA 172K
10163,20120705X51659,,Non-Fatal,0,0,27.0,,,AIRBUS A319
10164,20120705X85000,1.0,Fatal,2,0,0.0,Instructional,VMC,TL ULTRALIGHT SRO STINGSPORT
10165,20120706X92817,,Non-Fatal,0,0,85.0,,,BOEING 737
10166,20120709X74944,1.0,Non-Fatal,0,2,0.0,Personal,VMC,PIPER PA-28RT-201
10167,20120711X84804,,Non-Fatal,0,0,193.0,,,BOEING 747-400
10168,20120713X01334,2.0,Non-Fatal,0,3,252.0,,,BOEING 777-222
10169,20120706X05542,1.0,Non-Fatal,0,0,1.0,Positioning,VMC,CESSNA 207A
10170,20120707X05302,1.0,Non-Fatal,0,1,0.0,Personal,VMC,PIEL EMERAUDE
10171,20120710X01419,1.0,Non-Fatal,0,0,1.0,Personal,VMC,BELLANCA 17-30
10172,20120710X03702,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA T182T
10173,20120710X31657,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER PA-18-150
10174,20120710X33140,1.0,Non-Fatal,0,0,1.0,Personal,VMC,BELLANCA 7GCBC
10175,20120710X34427,1.0,Non-Fatal,0,0,2.0,Personal,VMC,PIPER PA-12
10176,20120711X40806,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER PA-46-350P
10177,20120704X22541,1.0,Non-Fatal,0,0,1.0,Personal,VMC,GRUMMAN AMERICAN AVIATION AA-5A
10178,20120707X20106,2.0,Fatal,1,0,0.0,Positioning,VMC,BEECH E90
10179,20120709X24710,1.0,Non-Fatal,0,0,1.0,Personal,VMC,SHOREY TIMOTHY A PRECEPTOR STOL KING
10180,20120709X92031,1.0,Non-Fatal,0,2,0.0,Personal,VMC,JONES PETER M BOEING/JONES 75
10181,20120711X93004,2.0,Non-Fatal,0,0,0.0,Personal,VMC,MURRAY RICHARD F AIRCAM BY LOCKWOOD
10182,20120719X02902,1.0,Non-Fatal,0,0,1.0,Aerial Application,VMC,GRUMMAN G-164A
10183,20120708X63728,1.0,Fatal,3,0,0.0,Personal,VMC,PIPER PA-32R-300
10184,20120709X54143,1.0,Non-Fatal,0,1,0.0,Personal,VMC,BELLANCA 7GCAA
10185,20120710X32500,1.0,Non-Fatal,0,0,8.0,,VMC,DEHAVILLAND DHC-2
10186,20120709X31551,1.0,Non-Fatal,0,1,0.0,Instructional,VMC,MOONEY M20L
10187,20120710X05030,2.0,Non-Fatal,0,0,3.0,Personal,IMC,PIPER PA-42
10188,20120710X90413,4.0,,0,0,0.0,,,BOEING 747
10189,20120711X34053,1.0,Non-Fatal,0,1,1.0,Personal,VMC,CESSNA 190
10190,20120711X34221,1.0,Non-Fatal,0,0,1.0,Business,VMC,BELLANCA 7KCAB
10191,20120712X43137,1.0,Non-Fatal,0,0,2.0,Instructional,VMC,CESSNA 172S
10192,20120713X45252,1.0,Non-Fatal,0,0,2.0,Personal,VMC,BEECH A36
10193,20120713X92304,1.0,Fatal,1,0,1.0,Skydiving,VMC,CESSNA 208
10194,20120710X33103,1.0,Non-Fatal,0,0,0.0,Aerial Application,VMC,CESSNA A188B
10195,20120710X35641,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER PA-28-236
10196,20120710X50551,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 172S
10197,20120712X61655,2.0,Non-Fatal,0,0,3.0,Personal,VMC,BEECH 58
10198,20120718X12448,1.0,Fatal,1,0,0.0,Aerial Application,,PIPER PA36
10199,20120725X30915,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 177
10200,20120730X63727,1.0,Non-Fatal,0,0,2.0,Personal,VMC,MAULE M-4
10201,20120802X51100,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 172M
10202,20130318X12918,2.0,Non-Fatal,0,0,0.0,Air Race show,,NORTH AMERICAN ROCKWELL OV-10B
10203,20120711X12055,1.0,Fatal,1,0,0.0,Personal,IMC,CIRRUS DESIGN CORP SR20
10204,20120711X13330,1.0,Fatal,1,4,0.0,Personal,VMC,CESSNA U206G
10205,20120711X14754,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER PA-18-150
10206,20120711X34759,1.0,Non-Fatal,0,0,0.0,Ferry,VMC,CESSNA 170
10207,20120711X85316,1.0,Fatal,1,0,0.0,Personal,VMC,BUNCH COZY-CANARDIII
10208,20120712X21920,1.0,Non-Fatal,0,1,0.0,Instructional,VMC,PIPER PA-28-140
10209,20120730X75227,2.0,Fatal,1,0,0.0,,,PIPER PA34
10210,20130514X55421,,Fatal,3,0,0.0,Instructional,VMC,PIPER PA-30
10211,20120712X65733,1.0,Non-Fatal,0,0,1.0,Aerial Application,VMC,PIPER PA-25-235
10212,20120717X80121,1.0,Non-Fatal,0,1,0.0,Personal,VMC,MIKOYAN GUREVICH MIG 21MF
10213,20120719X24710,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA T210L
10214,20120713X35355,2.0,Fatal,3,0,0.0,Positioning,VMC,GULFSTREAM GIV
10215,20120713X52505,1.0,Fatal,1,0,0.0,Aerial Application,VMC,GRUMMAN ACFT ENG COR-SCHWEIZER G-164A
10216,20120717X63921,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CZECH SPORT AIRCRAFT AS PIPER SPORT
10217,20120714X84601,1.0,Non-Fatal,0,1,0.0,Personal,IMC,PIPER PA-32-300
10218,20120715X25131,1.0,Fatal,2,0,0.0,Personal,IMC,CIRRUS DESIGN CORP SR22
10219,20120715X85529,1.0,Non-Fatal,0,1,0.0,Personal,VMC,AERONCA 7CCM
10220,20120717X52716,1.0,Non-Fatal,0,0,2.0,Personal,VMC,PIPER PA-18-150
10221,20120717X55629,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 195B
10222,20120723X73701,1.0,Non-Fatal,0,0,1.0,Personal,VMC,LOFLIN RV-7A
10223,20120715X00533,1.0,Non-Fatal,0,0,1.0,Banner Tow,VMC,PIPER PA-18-150
10224,20120715X11455,2.0,Non-Fatal,0,0,2.0,Instructional,VMC,PIPER PA-44-180
10225,20120715X50853,1.0,Non-Fatal,0,2,0.0,Personal,VMC,DOPPELT FREDRIC F F. 8L FALCO
10226,20120716X00451,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CZECH AIRCRAFT WORKS SPOL SRO SPORTCRUISER
10227,20120716X15145,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 177B
10228,20120716X53638,1.0,Non-Fatal,0,0,1.0,Personal,VMC,SC IAR SA BRASOV IAR 825
10229,20120717X03630,1.0,Non-Fatal,0,0,2.0,Instructional,VMC,SOCATA TB10
10230,20120718X62851,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER PA-18-150
10231,20120716X04538,1.0,Fatal,1,1,0.0,Instructional,VMC,BEECH A23
10232,20120716X40727,1.0,Non-Fatal,0,0,0.0,Instructional,VMC,SEIBERT ROBERT M SEIBERT RV-6
10233,20120716X64648,1.0,Fatal,2,0,0.0,Personal,IMC,BEECH B36TC
10234,20120716X64803,1.0,Non-Fatal,0,0,2.0,Instructional,VMC,CESSNA 172N
10235,20120717X52828,1.0,Non-Fatal,0,1,0.0,Personal,VMC,CESSNA T206H
10236,20120717X65733,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,FLIGHT DESIGN GMBH CTLS
10237,20120718X82121,1.0,Non-Fatal,0,0,2.0,Personal,VMC,PIPER PA32-301FT
10238,20120807X90725,1.0,Non-Fatal,0,0,1.0,Unknown,,AIR TRACTOR AT802
10239,20120717X50750,1.0,Non-Fatal,0,0,0.0,Personal,VMC,CHAPMAN MARK A TRIKE
10240,20120718X03620,1.0,Fatal,1,0,0.0,Aerial Application,VMC,AIR TRACTOR INC AT-402B
10241,20120718X71717,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 175A
10242,20120718X75927,1.0,Non-Fatal,0,0,1.0,Business,VMC,PIPER PA-46
